ScheduleCD|TipoSchd|NombreLayout|ejecutable|ScheduleCDPred|FecIni|HorIni|HorMaxDura|UnidadFrecCD|Estado|ValorFrecuencia|ValorFrecuenciaAdic|Predecesores|FecCreaTS|LayoutCD|TipSchdCD
280|ExTdt|MOTICASO_255|Frame_Extractor.py|75|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|162|7
5621|FLoad|GDTERM_SOLI_TERMI|Frame_FLoad_TDT.py|0|08/04/2023|06:30:00|1|101|1|1|01||19/04/2023|2066|2
1807|FLoad|GST_GT01_PEDIDO|Frame_FLoad_TDT.py|1806|22/04/2020|06:15:00|1|101|0|1|1||14/05/2020|1637|2
3356|SPTdt|CGSITPED03|Frame_EjecutaSP.py|3355|12/07/2021|06:00:00|1|101|1|1|1||14/07/2021|318|5
7166|RNTdt|FB_GSS_TENTADOS_FIJA|Frame_TransformaRN.py|7165|08/05/2024|08:00:00|1|101|1|1|1||03/07/2024|2328|3
2490|ExTdt|CFM_FINAN_BR_ULT_CUO_23|Frame_Extractor.py|0|03/12/2020|08:20:00|1|102|1|23|23|PREF_REP_FN_ULT,SPTdt|04/12/2020|477|7
5652|ExTdt|TOATGDEP|Frame_Extractor.py|0|02/05/2023|08:00:00|1|104|0|3|3|TOA_TDE,RNTdt|27/04/2023|709|7
8575|RNTdt|DANAEMPEMAILHST|Frame_TransformaRN.py|8574|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2623|3
2143|ExTdt|PAQ_MSG_001_CICLO_31|Frame_Extractor.py|0|19/11/2020|07:45:00|1|102|1|1|01|PREF_REP_PAQ,SPTdt|24/11/2020|424|7
8104|RNTdt|FB_GSS_COL_PORTA_MAREA|Frame_TransformaRN.py|8103|20/10/2024|08:00:00|1|101|0|1|1||25/02/2025|2568|3
2045|FTP|MT_TCTL_GPTRA110|Frame_FtpGet.py|0|22/07/2020|08:25:00|1|103|1|1|1||01/09/2020|1687|1
7460|FTP|FUNNEL|Frame_FtpGet.py|0|10/09/2024|08:00:00|2|101|1|8|08||12/09/2024|2441|1
5823|SPTdt|APPTV001|Frame_EjecutaSP.py|5822|08/05/2023|07:00:00|1|101|1|1|1||15/05/2023|424|5
6638|FTP|AveriasFija|Frame_FtpGet.py|0|01/05/2024|07:00:00|1|101|1|1|1||13/05/2024|2253|1
814|FLoad|ORDER_ACTION_TYPE|Frame_FLoad_TDT.py|0|17/06/2020|06:25:00|1|101|1|1|1||16/06/2020|1557|2
8760|FLoad|DANAPERUOPEMAHST|Frame_FLoad_TDT.py|8759|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2636|2
900|ExNz|XdrCursa_201|Frame_Extractor_NZ.py|0|02/03/2020|04:00:00|2|101|1|1|1||10/03/2020|359|9
6945|RNTdt|ACCS001|Frame_TransformaRN.py|6944|02/05/2024|08:00:00|1|101|1|1|1||16/05/2024|2304|3
6421|ExTdt|PANGEA_REP_BROWNFIELD|Frame_Extractor.py|6420|01/04/2023|06:00:00|1|102|0|5|05||02/02/2024|762|7
8758|RNTdt|DANAPERULINKOPENED|Frame_TransformaRN.py|8757|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2660|3
7519|RNTdt|ADELANTOSALDO|Frame_TransformaRN.py|7518|12/09/2024|09:00:00|1|101|1|1|1||30/09/2024|2462|3
145|ExIfx|MOV_PRESSRV|Frame_Extract_Informix_Nativo.py|0|30/10/2019|00:15:00|5|101|1|1|||12/11/2019|22350|8
6472|SPTdt|SAPT_StockTra_DAT|Frame_EjecutaSP.py|6471|14/12/2023|05:45:00|1|101|1|6|6||21/12/2023|542|5
8712|FLoad|DANAONLINESMSH|Frame_FLoad_TDT.py|8711|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2677|2
7203|FLoad|FB_GSS_RETENCIONES_FIJA_2|Frame_FLoad_TDT.py|7202|08/05/2024|08:00:00|1|101|1|1|1||20/01/2025|2391|2
2676|FLoad|TOA_ACTIVITIE_AYER|Frame_FLoad_TDT.py|2675|06/01/2021|06:00:00|1|101|0|1|1||08/04/2021|1814|2
6798|ExTdt|DTCANGRP3|Frame_Extractor.py|0|22/04/2024|08:30:00|1|101|1|1|1|DTCANSP,SPTdt|23/04/2024|786|7
4200|ExTdt|REPORTE_OSIPTEL|Frame_Extractor.py|4199|17/02/2022|09:00:00|1|101|1|1|1||11/03/2022|660|7
3279|FLoad|IntAlt106|Frame_FLoad_TDT.py|0|03/06/2021|06:00:00|2|101|1|1|1||03/06/2021|1894|2
7108|SPTdt|SEG007|Frame_EjecutaSP.py|0|27/06/2024|00:30:00|1|101|1|26|26||27/06/2024|622|5
7445|RNTdt|GENESYS_CATALOGO_COLAS|Frame_TransformaRN.py|0|12/03/2024|05:00:00|1|101|1|1|1||13/09/2024|2438|3
6286|ExTdt|CONSENTIMIENTO_POSTVENTA|Frame_Extractor.py|6285|20/11/2023|09:00:00|1|101|1|1|1||20/11/2023|759|7
7322|SPTdt|DPI_ERC_XDR_DATOS|Frame_EjecutaSP.py|7321|01/01/2024|06:00:00|1|101|1|1|1||08/08/2024|716|5
5945|FLoad|SASEXEV|Frame_FLoad_TDT.py|0|01/06/2023|06:00:00|1|101|0|1|1||31/05/2023|2093|2
8408|ExTdt|BONOTRE_UC_DC_RED|Frame_Extractor.py|7965|04/02/2025|08:00:00|2|104|1|2|2,3,4,5,6||02/08/2025|1120|7
8559|FLoad|DANACONTERRORLOG|Frame_FLoad_TDT.py|8558|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2645|2
8691|FLoad|DANAMASSMSHISTORY|Frame_FLoad_TDT.py|8690|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2664|2
6476|SPTdt|SAPT_FacSerCa_STG|Frame_EjecutaSP.py|6475|14/12/2023|06:00:00|1|101|1|6|6||21/12/2023|527|5
7720|FLoad|CCEE_CATALOGO|Frame_FLoad_TDT.py|0|31/10/2024|10:20:00|1|102|1|1|1||02/12/2024|2499|2
7669|RNTdt|FB_KONECTA_MIGRA_FIJA|Frame_TransformaRN.py|7668|20/10/2024|08:00:00|1|101|1|1|1||20/11/2024|2495|3
3326|FLoad|MOV_BLQCLI|Frame_FLoad_TDT.py|3325|12/05/2021|02:00:00|1|101|1|1|1||30/06/2021|1915|2
2077|SPTdt|PICUSTOM|Frame_EjecutaSP.py|0|28/04/2020|08:00:00|1|101|1|1|1||19/05/2021|140|5
5619|FLoad|GDTERM_FINANC_PYJY|Frame_FLoad_TDT.py|0|08/04/2023|06:30:00|1|101|0|1|01||08/05/2023|2065|2
6755|FTP|VISRETCALKNTMT|Frame_FtpGet.py|0|11/03/2099|04:00:00|1|101|1|1|1||03/05/2024|1976|1
3022|SPTdt|CDEQNOAGSTRT|Frame_EjecutaSP.py|3021|12/05/2021|09:00:00|1|101|1|1|1||13/12/2021|269|5
91|ExIfx|MAE_PROD|Frame_Extract_Informix_Nativo.py|0|30/10/2019|00:15:00|3|101|1|1|||12/11/2019|22310|8
7089|RNTdt|ALDM_PAYMENT_METHOD|Frame_TransformaRN.py|7088|01/01/2024|05:00:00|1|101|1|1|1||25/06/2024|2371|3
6237|RNTdt|LY_CAPL_PROGRAMADO|Frame_TransformaRN.py|6236|25/09/2023|08:00:00|1|101|1|1|1||26/09/2023|2175|3
7542|RNTdt|CATALOGO_SERIES_DWH|Frame_TransformaRN.py|7541|20/05/2024|10:00:00||101|1|1|1||14/03/2025|2327|3
255|ExTdt|CENTROEM_251|Frame_Extractor.py|96|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|139|7
271|ExTdt|INELERED_253|Frame_Extractor.py|69|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|153|7
8237|ExTdt|S_I_PER_CINCO_REST|Frame_Extractor.py|8217|28/03/2025|10:00:00|2|104|1|2|2,4,6||27/03/2025|1070|7
7766|FTP|FB_ATE_CAEQ_INT|Frame_FtpGet.py|0|20/10/2024|16:00:00|1|101|1|1|1||22/01/2025|2536|1
6761|SPTdt|AgenteVoz|Frame_EjecutaSP.py|6760|01/03/2024|06:30:00|1|101|1|1|1||26/03/2024|602|5
8360|SPTdt|SP_FACT_B2B|Frame_EjecutaSP.py|0|19/05/2025|06:00:00|4|101|1|1|1||23/06/2025|974|5
8297|SPTdt|RU_CLIENTE|Frame_EjecutaSP.py|8005|07/04/2025|04:00:00|1|101|1|1|1||15/04/2025|971|5
241|FLoad|MOVPRBXO|Frame_FLoad_TDT.py|199|30/10/2019|00:15:00|45|101|1|1|||12/11/2019|1385|2
8444|ExTdt|FAM_SD_QV|Frame_Extractor.py|7965|04/02/2025|08:00:00|2|104|1|2|2,3,4,5,6||02/08/2025|1163|7
7352|RNTdt|GENESYS_CATALOGO_PLATAFORMA_UMBRAL|Frame_TransformaRN.py|0|12/03/2024|05:00:00|1|101|1|1|1||13/09/2024|2427|3
2861|FLoad|ATISR1_01B|Frame_FLoad_TDT.py|2860|30/03/2021|07:00:00|1|102|1|9|09,10,11,12,13||20/04/2022|1842|2
4757|SPTdt|SP_STP_PRO_LN_FIJA_ALDM|Frame_EjecutaSP.py|4756|01/01/2022|04:00:00|1|101|1|1|1||18/05/2022|370|5
5636|SPTdt|SP_PYM_MOV_ALTA_M|Frame_EjecutaSP.py|5635|01/04/2023|21:00:00|1|101|1|1|1||24/04/2023|427|5
8481|SPTdt|TENTFMOV|Frame_EjecutaSP.py|0|20/05/2025|07:00:00|1|104|1|2|2,3,4,5,6|FB_GSS_TENTADOS_MOVIL,RNTdt|25/06/2025|1000|5
8707|RNTdt|DANAONLINELINKOPENED|Frame_TransformaRN.py|8706|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2658|3
2487|ExTdt|CFM_FINAN_BR_ULT_CUO_05|Frame_Extractor.py|0|03/12/2020|08:20:00|1|102|1|5|05|PREF_REP_FN_ULT,SPTdt|04/12/2020|474|7
2424|SPNz|TRAFTASM0|Frame_EjecutaSP.py|0|16/09/2020|06:00:00|3|101|0|1|1||10/02/2022|167|6
7973|ExTdt|RBO_REPORTE_AGRUPADOS_01_M|Frame_Extractor.py|7972|01/01/2024|15:00:00|1|102|1|1|01||06/06/2025|928|7
8547|FLoad|DANACONTACTLNEGRA|Frame_FLoad_TDT.py|8546|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2646|2
7644|FLoad|FB_ATE_MOVIL_PORTA|Frame_FLoad_TDT.py|7643|20/10/2024|07:00:00|1|101|1|1|1||28/11/2024|2488|2
7078|RNTdt|sesiones_eCARE|Frame_TransformaRN.py|7077|01/06/2024|09:30:00|1|101|1|1|1||20/06/2024|2367|3
7553|RNTdt|FB_GSS2_MOVIL_PORTA|Frame_TransformaRN.py|7552|16/09/2024|08:00:00|1|101|1|1|1||07/10/2024|2471|3
6475|FLoad|SAPT_FacSerCa|Frame_FLoad_TDT.py|6474|14/12/2023|06:00:00|1|101|1|1|1||21/12/2023|2224|2
2107|SPTdt|PQATISMES|Frame_EjecutaSP.py|0|03/09/2020|09:15:00|1|102|0|1|03||20/08/2020|146|5
8412|ExTdt|BONOTRE_UC_CQ|Frame_Extractor.py|7965|04/02/2025|08:00:00|2|104|1|2|2,3,4,5,6||02/08/2025|1121|7
1921|SPTdt|SPCEICND|Frame_EjecutaSP.py|1920|26/06/2020|07:00:00|1|101|0|1|1||19/08/2020|117|5
2514|FLoad|AR_CREDIT_REASON|Frame_FLoad_TDT.py|0|14/01/2021|07:00:00|1|101|1|1|1||20/04/2021|1797|2
7529|FTP|FUNNELMT_GSS_ONLINE_MOVIL|Frame_FtpGet.py|0|01/10/2024|09:00:00|1|101|1|1|1||02/10/2024|2465|1
5742|FTP|EXTERNAL_FEED|Frame_FtpGet.py|0|22/04/2023|03:00:00|1|101|1|1|1||24/05/2023|2079|1
4669|FLoad|ORDENES_BAJA_ALDM|Frame_FLoad_TDT.py|5540|01/01/2022|07:00:00|1|101|1|1|1||03/04/2025|1985|2
8554|RNTdt|DANACONTEMAILBOUNCEHST|Frame_TransformaRN.py|8553|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2648|3
6867|RNTdt|RNTSEG010|Frame_TransformaRN.py|6866|13/05/2024|08:00:00|1|101|1|1|1||13/05/2024|2309|3
7586|RNTdt|VTA_IMPU|Frame_TransformaRN.py|7585|15/10/2024|02:00:00|1|101|0|2|2||21/10/2024|2480|3
7748|RNTdt|FB_ATE_MOVIL_PORTA_INT|Frame_TransformaRN.py|7747|20/10/2024|16:00:00|1|101|1|1|1||22/01/2025|2526|3
8731|RNTdt|DANAOTPLEMAILBOUNCEHST|Frame_TransformaRN.py|8730|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2652|3
2230|FLoad|GST_GT550_TAVERIA_PRO|Frame_FLoad_TDT.py|2229|13/10/2020|01:30:00|1|101|0|1|1||13/10/2020|1710|2
6451|SPTdt|SAPT_ProdLogi_STG|Frame_EjecutaSP.py|6450|14/12/2023|05:00:00|1|101|1|6|6||21/12/2023|539|5
489|FTP|GASSET06|Frame_FtpGet.py|0|02/10/2019|08:00:00|1|102|1|6|||09/12/2019|1455|1
6171|RNTdt|RECARGASN0|Frame_TransformaRN.py|6170|08/01/2023|17:00:00|1|102|1|3|03||04/09/2023|2155|3
7250|RNTdt|FUI_COM_TABPERPRE|Frame_TransformaRN.py|7249|01/07/2024|01:00:00|2|101|1|1|1||18/11/2024|2413|3
2888|FLoad|PAYMENT_M|Frame_FLoad_TDT.py|0|25/04/2021|02:00:00|1|102|1|5|5|PAYMENT,RNTdt|18/05/2021|1864|2
2701|SPTdt|CXCCUOTA|Frame_EjecutaSP.py|0|01/04/2021|07:00:00|1|101|1|1|1||15/04/2021|227|5
4564|FLoad|VISRETCALGSS|Frame_FLoad_TDT.py|4563|01/01/2022|06:30:00|1|101|1|1|1||03/04/2025|1974|2
7932|ExTdt|TOTA_BOT_UPSRE+MB|Frame_Extractor.py|7927|22/01/2025|08:30:00|1|104|1|2|2,4,6||14/02/2025|1008|7
7747|FLoad|FB_ATE_MOVIL_PORTA_INT|Frame_FLoad_TDT.py|7746|20/10/2024|16:00:00|1|101|1|1|1||22/01/2025|2526|2
7914|RNTdt|FB_ATE_CAPTA_FIJA_INT|Frame_TransformaRN.py|7913|20/10/2024|16:00:00|1|101|1|1|1||22/01/2025|2538|3
6743|ExTdt|RTCAEQB2CNTD|Frame_Extractor.py|0|07/03/2024|04:00:00|1|101|1|1|1|RTCAEQB2CNNP,ExTdt|07/03/2024|563|7
8262|RNTdt|CDR_DNIS|Frame_TransformaRN.py|8261|01/04/2025|07:30:00|1|101|1|1|1||10/04/2025|2591|3
7951|SPTdt|SPAVERIASMED|Frame_EjecutaSP.py|0|09/09/2024|06:20:00|1|101|1|1|1||29/01/2025|905|5
321|ExTdt|RELELEGE_251|Frame_Extractor.py|102|30/10/2019|00:15:00|1|101|1|1||"MAEPVCDT,RNTdt|MAEDTTDT,RNTdt|MAEDPTDT,RNTdt"|12/11/2019|171|7
7645|RNTdt|FB_ATE_MOVIL_PORTA|Frame_TransformaRN.py|7644|20/10/2024|07:00:00|1|101|1|1|1||28/11/2024|2488|3
1911|SPTdt|REGVENHI|Frame_EjecutaSP.py|1910|26/06/2020|14:00:00|1|101|1|1|1||19/08/2020|120|5
7812|RNTdt|SPRINKLROUT|Frame_TransformaRN.py|7811|27/12/2024|01:00:00|1|101|1|1|1||27/12/2024|2544|3
6621|FTP|FB_TLA_FIJA_BA|Frame_FtpGet.py|0|10/01/2024|09:30:00|1|101|1|1|1||05/12/2024|2247|1
4682|ExTdt|REPORTE_MIGRA_EJEC|Frame_Extractor.py|5120|01/01/2022|07:00:00|1|101|1|1|1||03/04/2025|666|7
8683|RNTdt|DANAMASIVOSMSH|Frame_TransformaRN.py|8682|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2674|3
7696|FLoad|MATRIZUNICA|Frame_FLoad_TDT.py|7695|25/11/2024|13:00:00|1|101|1|1|1||26/11/2024|2517|2
1825|FLoad|GST_GT12_PARDIR|Frame_FLoad_TDT.py|1824|22/04/2020|06:15:00|1|101|0|1|1||14/05/2020|1635|2
290|ExTdt|PRODUCTO_252|Frame_Extractor.py|72|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|166|7
633|FLoad|FVFVTADV|Frame_FLoad_TDT.py|632|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1511|2
38|FLoad|MAECIFAC|Frame_FLoad_TDT.py|37|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|1332|2
6043|ExTdt|CTV004_RS|Frame_Extractor.py|6031|19/05/2023|07:00:00|1|101|1|1|1||10/08/2023|746|7
8732|FTP|DANAOTPLINKOPENED|Frame_FtpGet.py|0|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2659|1
7359|FLoad|GENESYS_CATALOGO_LISTA_CABINAS|Frame_FLoad_TDT.py|7358|12/03/2024|05:00:00|1|101|1|1|1||13/09/2024|2430|2
8767|RNTdt|DANAREGCONV|Frame_TransformaRN.py|8766|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2637|3
6966|RNTdt|FB_SOL_COMPLETAS|Frame_TransformaRN.py|6965|08/05/2024|08:00:00|1|101|1|1|1||23/05/2024|2325|3
7215|RNTdt|TRF_DIARIO_DATOS_RANK_EBC_TIEMPO|Frame_TransformaRN.py|7214|15/07/2024|06:00:00|1|102|1|2|02||18/07/2024|2398|3
8403|RNTdt|FL_SCORING|Frame_TransformaRN.py|8402|04/02/2025|11:05:00|2|103|1|3|3||12/06/2025|2610|3
2671|FTP|ALIADOAGENTE|Frame_FtpGet.py|0|03/02/2021|01:00:00|1|101|1|1|1||08/04/2021|1813|1
513|FLoad|RECFIS01|Frame_FLoad_TDT.py|512|17/09/2019|06:20:00|1|101|0|1|||10/12/2019|1437|2
6947|RNTdt|ENTR001|Frame_TransformaRN.py|6946|02/05/2024|08:00:00|1|101|1|1|1||16/05/2024|2303|3
6982|SPTdt|RECAUDACIONAMDOCS90D|Frame_EjecutaSP.py|0|31/05/2024|06:00:00|5|101|1|1|1|"PAYMENT,RNTdt|AR_CREDIT_DEBIT_REL,RNTdt|AR_DEBIT,RNTdt|AR_INVOICE,RNTdt|CUSTOMER,RNTdt|CONTACT,RNTdt|SUBSCRIBER,RNTdt"|24/02/2025|630|5
4786|FLoad|CCDF_RVTACANAD|Frame_FLoad_TDT.py|4785|06/12/2021|00:30:00|1|102|1|11|11||24/05/2022|1911|2
8441|ExTdt|FAM_UC_VC|Frame_Extractor.py|7965|04/02/2025|08:00:00|2|104|1|2|2,3,4,5,6||02/08/2025|1157|7
2278|FLoad|GST_GT900_MAVERIA|Frame_FLoad_TDT.py|2277|13/10/2020|01:30:00|1|101|0|1|1||13/10/2020|1728|2
6635|RNTdt|RenacerPrepago|Frame_TransformaRN.py|6634|16/01/2024|09:00:00|1|101|1|1|1||29/01/2024|2252|3
830|FLoad|ORDER_ACTION_STATUS|Frame_FLoad_TDT.py|0|30/01/2020|07:30:00|1|101|1|1|1||03/02/2020|1573|2
204|RNTdt|DETRCRCL|Frame_TransformaRN.py|203|30/10/2019|00:15:00|15|101|1|1|||12/11/2019|1378|3
6757|FLoad|INTALT134|Frame_FLoad_TDT.py|0|08/03/2022|06:30:00|1|101|1|1|1||25/03/2024|2281|2
5544|SPTdt|PBP001|Frame_EjecutaSP.py|0|14/12/2022|05:00:00|1|101|1|1|1||08/02/2023|402|5
2232|ExGst|GT60_BOLETAS|Frame_Extract_Informix_Gestel.py|0|13/10/2020|01:30:00|1|101|0|1|1||13/10/2020|22432|13
7900|RNTdt|RECUPEROS_FROZEN_DSD|Frame_TransformaRN.py|7899|17/01/2025|15:00:00|3|101|1|1|1||16/01/2025|2556|3
6089|ExTdt|CLN004|Frame_Extractor.py|0|25/07/2023|05:00:00|1|101|1|1|1||25/07/2023|729|7
6163|ExTdt|Canal000_102|Frame_Extractor.py|0|24/08/2023|00:50:00|1|101|1|1|1||24/08/2023|480|7
6710|RNTdt|SIR03SAR|Frame_TransformaRN.py|6709|23/01/2025|06:00:00|1|101|1|1|1||27/01/2025|2269|3
667|SPTdt|PEPETIDT|Frame_EjecutaSP.py|666|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|69|5
6996|ExTdt|SP_DNI_RUC_EXT_COGNOS|Frame_Extractor.py|6995|01/05/2024|05:00:00|6|102|1|4|04||04/06/2024|835|7
1924|ExTdt|SEGFAPRI|Frame_Extractor.py|1923|26/06/2020|07:00:00|1|101|0|1|1||19/08/2020|381|7
7557|FTP|FB_TLA_ONLINE_CARIBU_C2C|Frame_FtpGet.py|0|16/09/2024|06:00:00|1|101|1|1|1||05/12/2024|2473|1
2849|FTP|ATISR1_40A|Frame_FtpGet.py|0|30/03/2021|07:00:00|1|102|1|27|27,28,29,30,31||20/04/2022|1850|1
7256|RNTdt|FUI_COM_TABGASATEN|Frame_TransformaRN.py|7255|01/07/2024|01:00:00|2|101|1|1|1||18/11/2024|2410|3
8808|ExTdt|EXTDT_OUT_PORTA_ABD_PREPAGO_2|Frame_Extractor.py|7807|21/12/2024|07:00:00|1|101|1|1|1||25/07/2025|1203|7
368|ExTdt|LCAO05|Frame_Extractor.py|0|25/09/2019|03:40:00|1|101|1|1|||25/11/2019|126|7
6614|FLoad|REPCKOUT|Frame_FLoad_TDT.py|0|09/01/2024|03:00:00|1|101|1|1|1||17/01/2024|2242|2
8033|RNTdt|CCREPRELEGAL_ADICIONALES|Frame_TransformaRN.py|8032|11/02/2025|06:00:00|1|104|1|4|4,5,6||21/02/2025|2554|3
7559|RNTdt|FB_TLA_ONLINE_CARIBU_C2C|Frame_TransformaRN.py|7558|16/09/2024|06:00:00|1|101|1|1|1||05/12/2024|2473|3
8567|FTP|DANACONTSMSHISTORY|Frame_FtpGet.py|0|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2662|1
8116|RNTdt|CDRAURALV|Frame_TransformaRN.py|8115|01/10/2024|05:00:00|1|101|1|1|1||14/04/2025|2569|3
642|FLoad|GCMCONDV|Frame_FLoad_TDT.py|641|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1515|2
2719|ExTdt|CXCCUOTA|Frame_Extractor.py|2701|01/04/2021|07:00:00|1|102|1|1|01||15/04/2021|537|7
7136|SPTdt|SEG010_3|Frame_EjecutaSP.py|0|27/06/2024|00:30:00|1|102|1|11|11||27/06/2024|688|5
7344|RNTdt|CAEQ_PHOENIX|Frame_TransformaRN.py|7343|27/08/2024|08:00:00|1|101|1|1|1||21/10/2024|2425|3
7917|RNTdt|FB_B12_ONLINE_UNIFICADO|Frame_TransformaRN.py|7916|20/10/2024|08:00:00|1|101|1|1|1||27/01/2025|2559|3
7212|FLoad|TRF_DIARIO_DATOS_RANK_CELDA|Frame_FLoad_TDT.py|0|15/07/2024|06:00:00|1|102|1|2|02||18/07/2024|2396|2
7531|RNTdt|FUNNELMT_GSS_ONLINE_MOVIL|Frame_TransformaRN.py|7530|01/10/2024|09:00:00|1|101|1|1|1||02/10/2024|2465|3
6944|FLoad|ACCS001|Frame_FLoad_TDT.py|0|02/05/2024|08:00:00|1|101|1|1|1||16/05/2024|2304|2
162|SPTdt|MOVRQSRV|Frame_EjecutaSP.py|161|30/10/2019|00:15:00|2|101|1|1|||12/11/2019|20|5
7032|ExTdt|REPCOBNOCICLICOCONDIF|Frame_Extractor.py|0|05/06/2024|09:00:00|4|102|0|5|05||05/06/2024|839|7
6885|RNTdt|MPLAY_VIDEO_USERHASH|Frame_TransformaRN.py|6884|14/05/2024|07:00:00|1|101|1|1|1||15/05/2024|2290|3
579|FLoad|CCCUENMT|Frame_FLoad_TDT.py|578|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1494|2
6826|SPTdt|CG_LL_TEC_AVERIAS|Frame_EjecutaSP.py|6823|26/04/2024|16:00:00|1|101|1|1|1||29/04/2024|607|5
7335|FTP|PLANTA|Frame_FtpGet.py|0|13/08/2024|08:00:00|2|102|1|8|08||22/08/2024|2423|1
7450|SPTdt|DESCOMT|Frame_EjecutaSP.py|0|04/08/2023|07:00:00|1|101|1|1|1||09/09/2024|722|5
6893|RNTdt|MPLAY_VIDEO_VODSESSION|Frame_TransformaRN.py|6892|14/05/2024|07:00:00|1|101|1|1|1||15/05/2024|2313|3
1815|ExGst|GT01_MOVPED|Frame_Extract_Informix_Gestel.py|0|22/04/2020|06:15:00|1|101|0|1|1||14/05/2020|22393|13
6437|SPTdt|SAPT_CondVent_DAT|Frame_EjecutaSP.py|6436|14/12/2023|04:15:00|1|101|1|6|6||21/12/2023|522|5
8292|ExTdt|CANAL_VENTA_TOA|Frame_Extractor.py|0|15/04/2025|21:00:00|1|101|1|1|1||15/04/2025|1084|7
97|ExIfx|MOV_VALCATARECL|Frame_Extract_Informix_Nativo.py|0|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|22366|8
7654|RNTdt|FEEDBACK_TELEAVANCE_CAPL|Frame_TransformaRN.py|7653|14/11/2024|06:30:00|1|101|1|1|1||14/11/2024|2485|3
2075|SPTdt|PISUBSCR|Frame_EjecutaSP.py|0|28/04/2020|08:00:00|1|101|1|1|1||19/05/2021|143|5
666|FLoad|PEPETIDT|Frame_FLoad_TDT.py|665|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1065|2
6880|FLoad|MPLAY_VIDEO_MOVIES|Frame_FLoad_TDT.py|6879|14/05/2024|07:00:00|1|101|1|1|1||15/05/2024|2311|2
7477|FLoad|Dispo_4G_Nokia|Frame_FLoad_TDT.py|7476|07/08/2024|06:50:00|1|101|1|1|1||23/09/2024|2452|2
6105|FTP|FEED004|Frame_FtpGet.py|0|01/08/2023|05:00:00|1|101|1|1|1||02/08/2023|2133|1
3274|RNTdt|IntAlt103|Frame_TransformaRN.py|3273|03/06/2021|06:00:00|2|101|1|1|1||03/06/2021|1891|3
8131|FLoad|FB_KON_TENTADO_FRIO|Frame_FLoad_TDT.py|8130|19/02/2025|11:00:00|1|101|1|1|1||28/02/2025|2573|2
8024|RNTdt|CCREPRELEGAL_WEBFACO|Frame_TransformaRN.py|8023|11/02/2025|06:00:00|1|104|1|4|4,5,6||21/02/2025|2550|3
2467|RNTdt|INTREC015|Frame_TransformaRN.py|2466|13/11/2020|08:00:00|1|101|1|1|1||23/11/2020|1770|3
148|ExIfx|MOV_RECIBOXRECL|Frame_Extract_Informix_Nativo.py|0|30/10/2019|00:15:00|6|101|1|1|||12/11/2019|22355|8
3267|FLoad|IntAlt100|Frame_FLoad_TDT.py|0|03/06/2021|06:00:00|2|101|1|1|1||03/06/2021|1888|2
6801|ExTdt|DTCANGRP6|Frame_Extractor.py|0|22/04/2024|08:30:00|1|101|1|1|1|DTCANSP,SPTdt|23/04/2024|789|7
8539|RNTdt|DANABITACORAERRORLOG|Frame_TransformaRN.py|8538|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2640|3
8715|FLoad|DANAONLINESMSHISTORY|Frame_FLoad_TDT.py|8714|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2665|2
4777|FTP|CCDF_RVTASTKSIM|Frame_FtpGet.py|0|06/12/2021|00:30:00|1|102|1|11|11||24/05/2022|1909|1
2982|ExTdt|CDFNETAGEXC|Frame_Extractor.py|2981|12/05/2021|09:00:00|1|102|0|2|02||13/12/2021|574|7
7187|RNTdt|SASEMCOM|Frame_TransformaRN.py|7186|20/05/2024|04:00:00|1|101|1|1|1||10/07/2024|2382|3
8694|FLoad|DANAONLCONV|Frame_FLoad_TDT.py|8693|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2628|2
8563|RNTdt|DANACONTOPEMAHST|Frame_TransformaRN.py|8562|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2621|3
